epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,39.6264,1.04915,0.92533,1,0.24326,0.000368875,0.000368875,0.000368875
